ID	Description	Type
511308	XI could not detect the MV module	Fault
511309	XI could not download the firmware to the MV module	Fault
511310	XI could not communicate with the DU.	Fault
511311	Timeout while delivering MV dose for a frame.	Fault
511312	The rocket IO connection between the MV module and the IO module is broken.	Fault
511313	XI software detected an incompatible software version of the digitalization unit (DU).	Fault
511314	The MV detector is warming up. During this time imaging is not allowed	Fault
511315	The process to initialize the MV detector failed.	Fault
511316	The MV detector is no longer ready.	Fault
511401	XI could not detect the kV module	Fault
511402	XI could not download the firmware to the kV module	Fault
511403	XI could not detect the kV norm chamber.	Fault
511404	The kV norm chamber values (offset = {0}, actual = {1}) are out of range.	Fault
511405	The optical link between XI and the kV detector is broken.	Fault
511406	The rocket IO connection between the kV module and the IO module is broken.	Fault
511407	The kV detector is warming up. During this time imaging is not allowed	Fault
511408	The process to initialize the kV detector failed.	Fault
511409	The kV detector is no longer ready.	Fault
511700	XI: CANbus controller detected problems in transmitting data via the SUBSYSTEM CANbus.	Fault
511701	XI: CANbus controller detected problems when receiving data via the SUBSYSTEM CANbus.	Fault
511702	XI: The XI SUBSYSTEM CANbus send buffer is full. This problem usually only occurs when attempting to beam on or during beam on.	Fault
511703	XI: The XI subsystem CANbus receive buffer is full.	Fault
511704	XI: Initializing SUBSYSTEM CANbus was not successful.	Fault
511801	XI received invalid response from the optical tracking camera.	Fault
511802	XI failed to establish a connection to the optical camera.	Fault
511803	The communication with the optical camera failed.	Fault
511804	The optical camera reports an internal error.	Fault
511805	The bump sensor of the optical camera has been tripped. The accuracy is no longer guaranteed.	Fault
511806	The optical camera does not reach the operating temperature	Fault
511807	The optical camera cannot detect bumps if the system battery power is low.	Fault
511900	The gating system shows unexpected behavior.	Fault
511901	The gating system shows unexpected behavior.	Fault
511902	The gating system detected beam pulses during beam hold.	Fault
511903	The gating system could not communicate with the BGM.	Fault
511904	The gating system could not communicate with the BGM.	Fault
511905	The gating system could not communicate with the BGM system.	Fault
511906	The gating system could not communicate with the BGM.	Fault
511907	The gating system could not communicate with the BGM.	Fault
512100	Unknown X-ray generator Fault (Generator error code {0}/{1})	Fault
512105	An X-ray generator communication failure occurred.	Fault
512106	X-ray generator NVRAM  (non-volatile memory) corrupted (checksum mismatch). X-ray generator error code {0}/{1}	Fault
512108	Manually terminated exposure. The X-ray generator was told to stop X-ray before the pulse was complete.	Fault
512112	X-ray generator received a message that is not supported	Fault
512113	The anode heat level exceeds the programmed anode heat limit	Fault
512114	The housing heat level exceeds the programmed heat limit	Fault
512116	The X-Ray generator cannot make exposures at the set mA value, because there is no valid calibration for this mA.	Fault
512119	The X-ray generator detected that the X-ray switch was closed during boot-up.	Fault
512120	X-ray generator factory default switch closed	Fault
512121	X-ray generator thermal interlock 1 fault	Fault
512128	The X-ray generator Real Time Clock fails to indicate 1 second has elapsed after 2 seconds (according to the CPU)	Fault
512129	The X-ray generator battery is low	Fault
512130	A DC voltage rail in the X-ray generator is out of tolerance (Generator error code {0}/{1})	Fault
512131	In the X-ray generator, the EXP_SW signal, which indicates that an exposure is running, was active during the Standby Phase.	Fault
512132	The X-ray generator did not receive an exposure trigger signal within the 30-second timeout period (while the X-ray generator was ready to expose)	Fault
512133	An X-ray generator fan speed is out of range	Fault
512134	X-ray generator rectifier fault	Fault
512135	X-ray generator electronics failure: Aux fault	Fault
512136	The X-ray generator failed to retrieve the hardware revision of a subsystem or the retrieved revision number is invalid.	Fault
512137	A subsystem of the X-ray generator is in a wrong working state	Fault
512138	The X-ray generator detected internal problems with power supply. Generator error code {0}/{1}.	Fault
512139	mA is too high during exposure.	Fault
512140	mA too low during exposure	Fault
512141	kV too high during exposure	Fault
512142	kV too low during exposure	Fault
512143	X-ray generator mains voltage out of range. Generator error code: {0}/{1}	Fault
512144	The X-ray generator detected a fault in the inverter circuit. Generator error code {0}/{1}	Fault
512145	The X-ray generator detected anode over current	Fault
512146	The X-ray generator detected cathode over current	Fault
512147	The X-ray generator detected over voltage between cathode and anode	Fault
512148	The X-ray generator detected over current in the resonant inductor	Fault
512149	Rotor Fault: The X-ray generator has problems accelerating or braking the anode of the X-Ray tube.	Fault
512150	X-Ray tube filament fault (Generator error code {0}/{1})	Fault
512151	The change of kV/mA/ms is not allowed in the current state of the X-ray generator.	Fault
512152	Focus change is not allowed in the current state of the X-ray generator	Fault
512153	The X-ray generator received an invalid (corrupted) message from XI	Fault
512154	The X-ray generator detected that the temperature of the inverter circuit is over 70 degrees	Fault
512155	The X-ray generator detected that the temperature of the resonant circuit is over 70 degrees	Fault
512156	The X-ray generator detected that the ambient temperature is over 40 degrees	Fault
512157	X-ray generator internal fault during tube calibration. Generator error code {0}/{1}	Fault
512158	During the start of Auto Calibration, the tube current was still below the minimum X-ray generator level, while the filament current was already at 200% of the standby current.	Fault
512159	Minimum mA cannot be achieved: The filament set to its standby level exceeds the X-ray generator's minimum mA level	Fault
512160	The X-ray generator detected that the oil switch of the heat exchanger is open.	Fault
512161	KW limits exceeded	Fault
512162	kV limits exceeded	Fault
512163	mA limits exceeded	Fault
512164	ms limits exceeded	Fault
512165	mAs limits exceeded	Fault
512166	The current exposure parameters exceed the calibrated range. 	Fault
512167	Tube kW limits exceeded	Fault
512168	Tube kV limits exceeded	Fault
512169	Tube mA limits exceeded	Fault
512170	Anode Heat Warning	Fault
512171	Housing heat warning	Fault
512172	X-ray generator is not able to apply the requested kV beam settings.	Fault
512173	The configuration on the generator has been updated.	Fault
512174	XI software detected an incompatible software version of the X-ray generator.	Fault
512201	XI could not initialize the kV detector correctly.	Fault
512202	XI could not download the firmware to the kV detector	Fault
512203	XI could not initialize the kV detector	Fault
512301	XI could not find the configuration file of the kV detector	Fault
512302	XI could not correctly load the configuration file of the kV detector	Fault
512303	XI could not load the analog offset calibration	Fault
512401	The MV module shows unexpected behavior.	Fault
512403	The MV module shows unexpected behavior.	Fault
512404	Invalid CRC of transferred machine line	Fault
512405	The grabbed frame is missaligned. The content of this frame is not valid.	Fault
512406	The acquired image had an unexpected beam behavior. The image quality might be lower.	Fault
512407	XI detected an image shift on the acquired image.	Fault
512408	Late frame reception detected.	Fault
512409	Frame drop detected. One or multiple frames were not captured.	Fault
512501	The kV module shows unexpected behavior.	Fault
512503	The kV module shows unexpected behavior.	Fault
512504	Invalid CRC of transferred machine line.	Fault
512505	The grabbed frame is missaligned. The content of this frame is not valid.	Fault
512506	The acquired image had an unexpected beam behavior. The image quality might be lower.	Fault
512507	XI detected an image shift on the acquired image.	Fault
512508	Late frame reception detected.	Fault
512509	Frame drop detected. One or multiple frames were not captured.	Fault
512600	XI could not communicate with the kV generator.	Fault
512601	XI could not communicate with the kV generator.	Fault
512602	XI could not communicate with the kV generator.	Fault
512603	XI could not communicate with the kV generator.	Fault
512604	XI could not initialize the kV generator communication.	Fault
512701	The kV generator is not ready to beam on within the specified time.	Fault
512704	XI has no kV tube calibration for the active focal spot stored.	Fault
512705	XI has no connection to the kV generator established. 	Fault
512706	The actual vertical position of the kV source arm is invalid. The calculation of the kava dose is not possible.	Fault
512707	The actual kV blade positions of the kV collimator are invalid. The calculation of the dose area product is not possible.	Fault
512708	XI has no kV dose dose table for the combination of focal spot and kV filters. Calculation of kV dose is not possible.	Fault
512709	XI could not calculate the kV dose and dose area product.	Fault
512710	The kV dose rate has exceeded the configured limit.	Fault
512711	The preset beam on time was longer than expected.	Fault
512712	Expected frame end interrupt remained absent.	Fault
512801	The kV acquisition exceeded the maximum duration defined by regulatory restrictions.	Fault
512802	XI could not read the regulatory limits from the configuration.	Fault
513001	XI could not communicate with the imaging power supply.	Fault
513002	Imaging power supply is reporting unexpected data.	Fault
513003	Imaging power supply is reporting an overcurrent on channel {0}: {1:0.000} A.	Fault
513101	The setup of the motion management is inconsistent.	Fault
513102	The used tracking source report invalid tracking data.	Fault
513103	Patient anatomy is no longer detected in the user defined range.	Fault
513104	The detected gating position was outside of the user defined range for a too long time.	Fault
513105	The tracking source has no calibration for fixed system.	Fault
513201	XI could not detect the CTIF module	Fault
513202	XI could not download the firmware to the CTIF module	Fault
513203	XI does not received a heartbeat signal from CT scanner within the specified time.	Fault
513205	XI is no longer ready to trigger the CT scanner.	Fault
513301	The auxiliary tracking system reports invalid tracking data.	Fault
513302	Open a connection to the auxiliary tracking system failed due to a network error.	Fault
513303	XI could not track with using the auxiliary tracking device.	Fault
513304	The auxiliary tracking system refused to connect.
Check the XI log for a more detailed reason why the connection was refused.	Fault
513401	The auxiliary tracking system reports invalid tracking data.	Fault
513402	Open a connection to the auxiliary tracking system failed due to a network error.	Fault
513403	XI could not track with using the auxiliary tracking device.	Fault
513404	The auxiliary tracking system refused to connect.
Check the XI log for a more detailed reason why the connection was refused.	Fault
513501	XI could not set up the MV component for image acquisition	Fault
513502	XI could not start a MV image acquisition	Fault
513504	The MV image acquisition component is not responding	Fault
513505	XI could not stop a MV image acquisition	Fault
513601	The OMV module shows unexpected behavior.	Fault
513603	The OMV module shows unexpected behavior.	Fault
513604	Invalid CRC of transferred machine line	Fault
513605	The grabbed frame is missaligned. The content of this frame is not valid.	Fault
513606	The acquired image had an unexpected beam behavior. The image quality might be lower.	Fault
513607	XI detected an image shift on the acquired image.	Fault
513608	Late frame reception detected.	Fault
513609	Frame drop detected. One or multiple frames were not captured.	Fault
513701	The optical link between XI and the DMI detector is broken.	Fault
513702	The initialization of the DMI detector failed.	Fault
513703	XI could not communicate with the DMI	Fault
513704	XI could not communicate with the DMI	Fault
513705	XI could not communicate with the DMI	Fault
513706	XI could not communicate with the DMI	Fault
513707	The process to initialize the DMI failed.	Fault
513708	The DMI detector is no longer ready.	Fault
513710	XI could not detect the OMV module	Fault
513711	XI could not download the firmware to the OMV module	Fault
513712	Timeout while delivering MV dose for a frame.	Fault
513713	The rocket IO connection between the OMV module and the IO module is broken.	Fault
513714	The DMI detector is warming up. During this time imaging is not allowed	Fault
513800	The auto beam hold service (ABH) does not acknowledge the acquired image.	Fault
513900	The X-ray generator reports a fault (generator error code {0}/{1})	Fault
513901	Internal communication aborted because of unknown received parameter or request. EMD generator error code {0}.	Fault
513902	Configuration failed or configuration data are corrupted. EMD generator error code {0}.	Fault
513903	Interal X-ray generator error. Communication problem with external flash. EMD generator error code {0}.	Fault
513904	Sending or receiving data to or from a COM port failed. It might relate to the CAN bus. EMD generator error code {0}.	Fault
513905	Internal error. Filament boost error, filament parameter error or filament selection error. EMD generator error code {0}.	Fault
513906	Small or large filament driver's feedback is more than 7.5A. EMD generator error code {0}.	Fault
513907	Either kV frequency, frequency offset or phase is out of range. EMD generator error code {0}.	Fault
513908	The X-ray generator detected problems with the power supply. EMD generator error code {0}.	Fault
513909	Physical problem with the basket. EMD generator error code {0}.	Fault
513910	Basket internal circuit failed. EMD generator error code {0}.	Fault
513911	Internal basket self-test failed. EMD generator error code {0}.	Fault
513912	Motherboard or inverters might not be installed correctly. EMD generator error code {0}.	Fault
513913	Open cable detected. EMD generator error code {0}.	Fault
513914	The X-ray generator detected a fault in the inverter circuit. EMD generator error code {0}.	Fault
513915	The X-ray generator detected problems with the rotor controller. EMD generator error code {0}.	Fault
513916	The X-ray generator detected open mains line fuse.	Fault
513918	At least one filament's connection detected open. EMD generator error code {0}.	Fault
513919	The X-ray generator detected an error with the tube thermal switch.	Fault
513920	Cable discharge or expansion board problem. EMD generator error code {0}.	Fault
513921	Invalid tube configuration data or similar error. EMD generator error code {0}.	Fault
513922	X-ray generator is not able to apply the requested kV beam settings.	Fault
513923	The configuration on the generator has been updated.	Fault
513924	The X-ray generator is in the error state. KV imaging is not possible in this state.	Fault
513925	XI could not communicate with the X-ray generator.	Fault
513926	The software on the X-ray generator is not compatible.	Fault
513927	The software on the X-ray generator is not compatible.	Fault
513928	The heat exchanger oil temperature is either too low or too high.	Fault
513929	The X-ray generator detected an error with the oil flow at the heat exchanger.	Fault
513930	The anode heat level exceeds the programmed anode heat limit.	Fault
513931	The housing heat level exceeds the programmed heat limit.	Fault
513932	The x-ray switch has been closed for a too long time.	Fault
514001	XI could not setup the camera system because XI is not connected with the camera.	Fault
514002	XI could not intialize the camera system.	Fault
514003	XI could not communicate with the camera system	Fault
514100	Missing register definition in the XI configuration.	Fault
514101	XI could not access a register setting on the camera system.	Fault
514102	XI could not communicate with the illumination board of the camera system.	Fault
514103	The camera installation is not according to the XI configuration.	Fault
514201	XI could not set up the kV component for image acquisition	Fault
514202	XI could not start a kV image acquisition	Fault
514204	The kV image acquisition component is not responding	Fault
514205	XI could not stop a kV image acquisition	Fault
514301	The kV module shows unexpected behavior.	Fault
514303	The OMV module shows unexpected behavior.	Fault
514304	Invalid CRC of transferred machine line	Fault
514305	The grabbed frame is missaligned. The content of this frame is not valid.	Fault
514306	The acquired image had an unexpected beam behavior. The image quality might be lower.	Fault
514307	XI detected an image shift on the acquired image.	Fault
514308	Late frame reception detected.	Fault
514309	Frame drop detected. One or multiple frames were not captured.	Fault
514310	DXIv3 firmware has not yet been checked.	Fault
514311	DXIv3 firmware upgrade was unsuccessful. DXIv3-Card cannot be used.	Fault
514312	DXIv3 firmware upgrade successfully completed.	Fault
514401	The optical link between XI and the kV detector is broken.	Fault
514402	The initialization of the kV detector failed.	Fault
514403	XI could not communicate with the kV detector	Fault
514404	XI could not communicate with the kV detector	Fault
514405	XI could not communicate with the kV detector	Fault
514406	XI could not communicate with the kV detector	Fault
514407	The process to initialize the kV detector failed.	Fault
514408	The kV detector is no longer ready.	Fault
514410	XI could not detect the kV module	Fault
514411	XI could not download the firmware to the kV module	Fault
514413	The rocket IO connection between the kV module and the IO module is broken.	Fault
514414	The kV detector is warming up. During this time imaging is not allowed	Fault
514431	XI could not set up the gating device.	Fault
514432	XI could not start the external gating.	Fault
514434	The EXGI component is not responding.	Fault
514435	Delayed acquisition stop is not supported.	Fault
515001	XI failed to process an image.	Fault
700000	CCHU: The system asserted interlock {0} that stopped the treatment; see corresponding interlock for details. The interlock may be persistent or transient. If transient, it may disappear from the screen.	Fault
700001	CCHU: Software task ID = {0} was unable to post event ID = {1} to message queue.	Fault
700002	CCHU: the real-time operating system was not able to create a task.	Fault
700003	CCHU: the real-time operating system was not able to create a message queue.	Fault
700005	CCHU: The CCHU BIOS setting may need reprogram; timer deviation count = {0}.	Fault
700006	CCHU: Memory size of at least {0} MB is required, but only {1} MB was detected.	Fault
700007	CCHU: flash card size of at least {0} MB is required, but only {1} MB was detected.	Fault
700008	CCHU: Software tried to register a duplicated fault ID {0}.	Fault
700009	CCHU: BSP (Board Support Package) version read from the real-time operating system kernel does not match that specified in the CCHU default configuration file.	Fault
700010	CCHU: The BIOS (Basic Input/Output System) version read from the real-time operating system kernel (which reads the BIOS version from the BIOS itself) does not match the ones specified in the CCHU default configuration file.	Fault
700011	CCHU: The maximum TCP server connection was exceeded.	Fault
700012	CCHU: Timeout occurred in closing socket. 	Fault
700013	CCHU: Software detected a null pointer.	Fault
700014	CCHU: Software detected an unexpected parameter {0}.	Fault
700015	CCHU: Software detected an unexpected return value {0}.	Fault
700016	CCHU: Software detected an array index {0} is out of bounds. 	Fault
700017	CCHU: Software detected an unexpected enumeration {0}.	Fault
700018	CCHU: Software detected a general programming problem. 	Fault
700019	CCHU: Software task ID {0} stack overflow; remaining byte {1}.	Fault
700020	CCHU: Software task ID {0} suspended; eflags = {1}.	Fault
700021	CCHU: At least one of the files on the flash card CRC does not match the expected CRC {0} in the configuration data tree; calculated = {1}. 	Fault
700022	CCHU: Code running in memory CRC check mismatch: expected CRC = {0}, actual CRC = {1}. 	Fault
700023	CCHU: Software is not able to allocate {0} bytes of memory.	Fault
700024	CCHU: In-memory config data check CRC mismatch: expected CRC = {0}, calculated CRC = {1}.	Fault
700025	CCHU: Software was not able to read config.xml file.	Fault
700026	CCHU: Software was not able to read default.xml file.	Fault
700027	CCHU: Software was not able to create network socket: errno={0}, socket={1}. 	Fault
700028	CCHU: CPU temperature sensor {0} reading {1} C is out of range.	Fault
700029	CCHU: CPU temperature sensor {0} failed.	Fault
701000	CCHU: Stand sync pulse did not arrive at the CCHU in time. 	Fault
701003	CCHU: Supervisor sync pulse count doesnt match count at CCHU.	Fault
701004	CCHU: Configuration CRC in CCHU doesn't match that on workstation. Configuration protected element CRC: calculated = {0}, from the workstation = {1}.	Fault
701005	CCHU: Software is unable to get correct result from hardware application interface.	Fault
701006	CCHU node detected its Beam Enable Loop (BEL) switch cannot be opened during Ready state check.	Fault
701007	CCHU node detected its Motion Enable Loop (MEL) switch cannot be opened during Ready state check.	Fault
701009	CCHU received Supervisor order more than once within 10ms.	Fault
701010	The CCHU software detected an incompatible FPGA firmware version. 	Fault
701015	CCHU: KV loop test failed	Fault
701016	CCHU software detected an incompatible version of the PCB.	Fault
701017	CCHU: Received Stand sync signal {1} ms is out of range; expected is {0} ms.	Fault
701018	CCHU: Received Stand Sync signal has an out of tolerance duty cycle {1} ms; should be {0} ms.	Fault
701019	CCHU: ADC loopback test failed in channel {0}. 	Fault
701022	CCHU: POST FPGA watchdog test failed after waiting for {0}ms	Fault
701023	CCHU: Power-on self test (POST) FPGA watchdog test timed out after {0}ms, because the sync signal from the STN is not present.	Fault
701024	CCHU: POST FPGA watchdog test did not clear the interlock within the time specified.	Fault
701025	CCHU: FPGA file CRC {0} does not match the CRC stored in the configuration file {1} for the PCB part and dash number.	Fault
701026	CCHU: PCB header can't be read out properly from Carrier EEPROM.	Fault
701027	CCHU: PCI initialization and Power-on self test (POST) return code is {0}.
	Fault
701028	CCHU: SPV order message size mismatch, expected = {0}, actual = {1}.	Fault
701029	CCHU: SPV order collision override = 1, CAN collision override message not received or key = 0	Fault
701033	CCHU: PCI watchdog timed out.	Fault
701034	CCHU: Compact Flash card inserted in wrong slot. Expected slot: {0}, actual slot: {1}.	Fault
701035	CCHU: Failed to convert an Embryonic Compact Flash card to a Carrier-specific card for slot {0}.	Fault
701036	CCHU: Unable to communicate with the Mezzanine board.	Fault
701038	CCHU.FPGA.InterlockConfigurationFailed_desc	Fault
706000	CCHU Link 1: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
706001	CCHU Link 1: HSSB Carrier FIFO (downstream) overflow ({0}).	Fault
706002	CCHU Link 1: The Controller opened safety loops due to HSSB problems ({0}).	Fault
706003	CCHU Link 1: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
706004	CCHU Link 1: The Controller detected a problem with the HSSB watchdogs or clocks ({0}).	Fault
706005	CCHU Link 1: HSSB Controller FIFO (upstream) overflow ({0}).	Fault
706006	CCHU Link 1: Unable to communicate with the Controller board ({0}).	Fault
706007	CCHU Link 1: Controller/Carrier HSSB miswired (Carrier has link ID {0}, Controller has link ID {1}).	Fault
706008	CCHU: Link 1: Watchdog for MicroBlaze {0} timed out.	Fault
706009	CCHU: Link 1: HSSB connection between Carrier and Controller not established.	Fault
706010	CCHU: Reported component version does not match the version required by configuration file.	Fault
706011	CCHU Link1: Failed to access mezzanine register on HSSB Link 1	Fault
706050	The node software detected an incompatible version of FPGA Controller Hardwired Firmware on Link 1	Fault
706100	CCHU Link 2: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
706101	CCHU Link 2: HSSB Carrier FIFO (downstream) overflow ({0}).	Fault
706102	CCHU: Link 2: The Controller opened safety loops due to HSSB problems ({0}).	Fault
706103	CCHU Link 2: The Controller detected a problem with the HSSB communication ({0}).	Fault
706104	CCHU Link 2: The Controller detected a problem with the HSSB watchdogs or clocks ({0}).	Fault
706105	CCHU: Link 2: HSSB Controller FIFO (upstream) overflow ({0}).	Fault
706106	CCHU: Link 2: Unable to communicate with the Controller board ({0}).	Fault
706107	CCHU Link 2: PRS Controller/Carrier HSSB miswired (Carrier has link ID {0}, PRS Controller has link ID {1}).	Fault
706108	CCHU Link 2: Watchdog for MicroBlaze {0} timed out.	Fault
706109	CCHU Link 2: HSSB connection between Carrier and Controller not established.	Fault
706110	CCHU Link2: Reported component version does not match the version required by configuration file.	Fault
706111	CCHU Link2: Failed to access mezzanine register on HSSB Link 2	Fault
706150	N/A	Fault
706200	CCHU: Link 3: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
706201	CCHU Link 3: HSSB Carrier FIFO (downstream) overflow ({0}).	Fault
706202	CCHU Link 3: The Controller opened safety loops due to HSSB problems ({0}).	Fault
706203	CCHU Link 3: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
706204	CCHU Link 3: The Controller detected a problem with the HSSB watchdogs or clocks ({0}).	Fault
706205	CCHU Link 3: HSSB Controller FIFO (upstream) overflow ({0}).	Fault
706206	CCHU Link 3: Unable to communicate with the Controller board ({0}).	Fault
706207	CCHU Link 3: Controller/Carrier HSSB miswired (Carrier has link ID {0}, Controller has link ID {1}).	Fault
706208	CCHU Link 3: Watchdog for MicroBlaze {0} timed out.	Fault
706209	CCHU Link 3: HSSB connection between Carrier and Controller not established.	Fault
706210	CCHU: Reported component version does not match the version required by configuration file.	Fault
706211	CCHU: Failed to access mezzanine register on HSSB Link 3	Fault
706250	N/A	Fault
707500	CCHU: PCB header can't be read out properly from Controller EEPROM.	Fault
707501	CCHU: Controller PCB and its FPGA are not compatible.	Fault
707510	CCHU: PCB header can't be read out properly from Controller Mezzanine EEPROM.	Fault
707520	CCHU: Link 2: PCB header can't be read out properly from EEPROM.	Fault
707521	CCHU: Controller PCB and its FPGA are not compatible.	Fault
707530	CCHU: PCB header can't be read out properly from PRS Mezzanine EEPROM.	Fault
707540	CCHU Link 3: PCB header can't be read out properly from EEPROM.	Fault
707541	PitchRoll: PRS Controller PCB and its FPGA are not compatible.	Fault
707550	PitchRoll, Link 3: PCB header can't be read out properly from Mezzanine EEPROM.	Fault
708000	CCHU, Watchdog: Coordinator took too long at CCHU start up.	Fault
708001	CCHU, Watchdog: Coordinator took too long to send acknowledgement.	Fault
708002	CCHU, Watchdog: Coordinator took too long to get status for first sync signal at CCHU.	Fault
708003	CCHU: Watchdog detected delay in receiving sync signal at CCHU (onHeartBeatReceivedHandle).	Fault
708004	CCHU: Watchdog detected delay in receiving order (onOrderReceivedHandle) at CCHU.	Fault
708005	CCHU, Watchdog: Coordinator timeout to handle order took too long (onTimeoutOrderHandle) at CCHU.	Fault
708098	CCHU: Watchdog detected a delay in data integrity monitoring function.	Fault
708500	CCHU: Task ID = {0} suspended, code = {1}.	Fault
710001	CCHU: Controller ID is incorrect.	Fault
710017	CCHU: Couch simulation flag is not consistent with the configuration data.	Fault
710400	N/A	Fault
710401	N/A	Fault
710402	N/A	Fault
710403	N/A	Fault
710404	N/A	Fault
710405	N/A	Fault
710406	Analog Signal Ground1 is out of range, the value = {0:F3}	Fault
710407	Analog Signal Ground2 is out of range, the value = {0:F3}	Fault
710408	24 Volts Monitor signal is out of range, the value = {0:F3}	Fault
710409	12 Volts Monitor Signal is out of range, the value = {0:F3}	Fault
710410	5 Volts Analog Monitor Signal is out of range, the value = {0:F3}	Fault
710411	5 Volts Digital Monitor Signal is out of range, the value = {0:F3}	Fault
710412	3.3 Volts Monitor Signal is out of range, the value = {0:F3}	Fault
710413	1.2 Volts Monitor Signal is out of range, the value = {0:F3}	Fault
710414	1.25VREF Monitor Signal is out of range, the value = {0:F3}	Fault
710415	Analog Signal Ground3 is out of range, the value = {0:F3}	Fault
710416	Vertical Motor 48V Monitor Signal is out of range, the value = {0:F3}	Fault
710417	Vertical Motor Negative 48V Monitor Signal is out of range, the value = {0:F3}	Fault
710418	Motor 48V Monitor Signal is out of range, the value = {0:F3}	Fault
710419	Motor 15V Monitor Signal is out of range, the value = {0:F3}	Fault
710420	Lateral brake current is out of range, the value = {0:F3}	Fault
710421	Longitudinal brake current is out of range, the value = {0:F3}	Fault
710422	Vertical brake current is out of range, the value = {0:F3}	Fault
710423	Analog Signal Ground4 is out of range, the value = {0:F3}	Fault
710424	Lateral Motor Temperature is out of range, the value = {0:F3}	Fault
710425	Longitudinal Motor Temperature is out of range, the value = {0:F3}	Fault
710426	Vertical Motor Temperature is out of range, the value = {0:F3}	Fault
710427	15V ISO Monitor Signal is out of range, the value = {0:F3}	Fault
710428	3.3 ISO Monitor Signal is out of range, the value = {0:F3}	Fault
710429	Lateral 24V Brake Monitor Signal is out of range, the value = {0:F3}	Fault
710430	Longitudinal 24V Brake Monitor Signal is out of range, the value = {0:F3}	Fault
710431	Analog Signal Ground5 is out of range, the value = {0:F3}	Fault
710432	Analog Signal Ground 6 is out of range, the value = {0:F3}	Fault
710433	Analog Signal Ground7 is out of range, the value = {0:F3}	Fault
710434	Analog Signal Ground8 is out of range, the value = {0:F3}	Fault
710435	Analog Signal Ground9 is out of range, the value = {0:F3}	Fault
710436	2.5 VREF Monitor Signal is out of range, the value = {0:F3}	Fault
710437	2.5 CalHI Monitor Signal is out of range, the value = {0:F3}	Fault
710438	2.5 CalLO Monitor Signal is out of range, the value = {0:F3}	Fault
710439	Analog Signal Ground10 is out of range, the value = {0:F3}	Fault
710441	The hardware detected 12 Volt Power out of range	Fault
710442	The hardware detected Vertical Positive 48V Power out of range	Fault
710443	The hardware detected Vertical Negative 48V Power out of range	Fault
710444	The hardware detected Motor 48v Power out of range	Fault
710445	Couch motion can only occur via the Service pendant.	Fault
710446	The hardware detected 5 Volt Power out of range	Fault
710447	Either the 100MHz or 25MHz clocks on the App FPGA is not toggling	Fault
710448	No ADC data is received.	Fault
710449	A communication error has been detected.	Fault
710450	The SPI bus (2) between the App FPGA and the HW FPGA has failed.	Fault
710451	The hardware detected that the Camera 12V power is out of range.	Fault
710452	The FPGA has detected that the Longitudinal brake has been at maximum PWM for an extended amount of time.	Fault
710453	The FPGA has detected that the Longitudinal brake has exceeded the allowable time  for the PWM to be at the maximum value.	Fault
710454	The WatchDog monitor system for the servo control has timed out	Fault
710455	The vertical collision sensor self test failed	Fault
710456	The FPGA has detected that the Longitudinal brake has been at maximum PWM for an extended amount of time	Fault
710457	The FPGA has detected that the Longitudinal brake has exceeded the allowable time  for the PWM to be at the maximum value	Fault
710458	The Longitudinal or the Latitudinal motor is overheating.	Fault
710459	The Longitudinal or the Latitudinal motor is overheating.	Fault
710460	HW has detected a failure in the external 24V	Fault
710461	FPGA  detected an HSSB error	Fault
710462	HWSN Communication error has been detected by CCHU Controller FPGA	Fault
710463	The CCH FPGA has detected that the local jumper is installed on the CCH controller PCB.	Fault
710464	Couch VRT motor positive 48V is out of range.	Fault
710465	Couch VRT motor negative 48V is out of range.	Fault
710466	Couch LAT/LNG motor 48V is out of range.	Fault
710470	Board temperature is out of range, the value = {0:F3} degC	Fault
712800	 Difference between primary and secondary position of {0:F3} exceeded maximum deviation of {1:F3}.	Fault
712802	 Primary position deviation of {0:F3} while moving exceeded maximum deviation of {1:F3}.	Fault
712803	Couch Vertical: During standstill, couch moved. Primary position sensor drifted {0:F3} cm, exceeding maximum drift of {1:F3} cm.	Fault
712804	Couch Vertical: Cannot set the Couch Vertical to power off within 1 second.	Fault
712805	 Cannot set the Couch Vertical to servo within 5 seconds.	Fault
712806	Cannot set the Couch Vertical to servo within 5 seconds.	Fault
712807	 Motor drive overloaded (current = {0:F3}A  max current = {1:F3}A.) DO NOT OVERRIDE.	Fault
712808	 Commanded position {0:F3} centimeters exceeds maximum allowable position {1:F3} centimeters.	Fault
712809	 Commanded position {0:F3} centimeters exceeds minimum allowable position {1:F3} centimeters.	Fault
712813	 During movement, secondary position deviation of  {0:F3} exceeded maximum deviation of {1:F3}.	Fault
712814	During standstill, couch moved. Secondary position sensor drifting of {0:F3} cm exceeded maximum drift of {1:F3} cm.	Fault
712815	 Timed out after {0:F3} ms while settling at final position.	Fault
712816	 Primary and secondary position moving to opposite direction: primary position changed {0:F3} cm and secondary position changed {1:F3} cm	Fault
712818	 Primary position stuck: Commanded position changed {0:F3} cm but primary position only changed {1:F3} cm	Fault
